id,name,rarity,image_url,detail_url,attribute,availability
225,[夢色クローバー]緒方智絵里,SSレア,https://imas.gamedbs.jp/cgss/images/P0E8P0PCtkiExJVBBXr6bgmuIn7qwQ4f4L4RMiS-Iho.jpg,https://imas.gamedbs.jp/cgss/card/detail/225/225#card-225,Cu,プラチナガシャ(2015/10/31 15:00〜11/13 14:59)
227,[ヒート＆ビート]多田李衣菜,SSレア,https://imas.gamedbs.jp/cgss/images/hSjTTXKr02Ja9EfW54iNF_gVgASC0dzu2DqoaB7x3vs.jpg,https://imas.gamedbs.jp/cgss/card/detail/227/227#card-227,Co,プラチナガシャ(2015/10/31 15:00〜11/13 14:59)
251,[ブライトメモリーズ]鷺沢文香,SSレア,https://imas.gamedbs.jp/cgss/images/DxkVlC8TrCv1UZJ1NQ5CRMac_USRPDn1jp5bREeDgu0.jpg,https://imas.gamedbs.jp/cgss/card/detail/251/251#card-251,Co,プラチナガシャ(2015/11/13 15:00〜)
261,[キラデコ☆パレード]城ヶ崎莉嘉,SSレア,https://imas.gamedbs.jp/cgss/images/oRR4acOnvi9pDs8OZxYwZLJb0z-bTu93zDC9czrdsaM.jpg,https://imas.gamedbs.jp/cgss/card/detail/261/261#card-261,Pa,プラチナガシャ(2015/11/20 15:00〜)
273,[クリスタルスノー]アナスタシア,SSレア,https://imas.gamedbs.jp/cgss/images/ZMCuVWU0N9GMChy9YdFe0g01C-3xDPywBht1AOUMtCI.jpg,https://imas.gamedbs.jp/cgss/card/detail/273/273#card-273,Co,プラチナガシャ(2015/11/30 15:00〜12/14 14:59)
277,[バーニングプレゼント]日野茜,SSレア,https://imas.gamedbs.jp/cgss/images/E_h-Jg83kZkIn-LKHlqt1nVd3zHAjKO7SK48ZZax2i0.jpg,https://imas.gamedbs.jp/cgss/card/detail/277/277#card-277,Pa,プラチナガシャ(2015/11/30 15:00〜12/14 14:59)
291,[自称・カンペキ]輿水幸子,SSレア,https://imas.gamedbs.jp/cgss/images/hjoKKlAyEiQtJXsCnZOux4ZGvbO0eFQCON3lbg4R8sE.jpg,https://imas.gamedbs.jp/cgss/card/detail/291/291#card-291,Cu,プラチナガシャ(2015/12/14 15:00〜)
311,[ともだちたくさん]市原仁奈,SSレア,https://imas.gamedbs.jp/cgss/images/o4n0h9icYd6wm4FaCAowqJPhk8HvY0-TVYYcoIOuTlk.jpg,https://imas.gamedbs.jp/cgss/card/detail/311/311#card-311,Pa,プラチナガシャ(2015/12/21 16:00〜)
313,[プリプリウサミン]安部菜々,SSレア,https://imas.gamedbs.jp/cgss/images/lK7ybiWHV2aQTQ2J9FkKdHExCzdg1T655YtKHObyvoc.jpg,https://imas.gamedbs.jp/cgss/card/detail/313/313#card-313,Cu,シンデレラフェス　プラチナガシャ(2015/12/30 15:00〜2016/01/04 14:59:59)
323,[ハート★オーバーフロー]城ヶ崎美嘉,SSレア,https://imas.gamedbs.jp/cgss/images/Mr-IhfnVclVHUUaIhwJxJqyn7N6FdF2ejynawI8qG_o.jpg,https://imas.gamedbs.jp/cgss/card/detail/323/323#card-323,Pa,シンデレラフェス　プラチナガシャ(2015/12/30 15:00〜2016/01/04 14:59:59)
337,[エンドレスナイト]速水奏,SSレア,https://imas.gamedbs.jp/cgss/images/OYiVo9drExJ1ZAKN3m2OWrjLBF3yBHrD1YgSrRoxw7M.jpg,https://imas.gamedbs.jp/cgss/card/detail/337/337#card-337,Co,プラチナガシャ(2016/1/9 15:00〜)
349,[フルスイング☆エール]姫川友紀,SSレア,https://imas.gamedbs.jp/cgss/images/M3xKWKOf6h5cvqLK2vqadmzhDnBYfLKAkmuJ9dnNbf8.jpg,https://imas.gamedbs.jp/cgss/card/detail/349/349#card-349,Pa,プラチナガシャ(2016/1/15 15:00〜)
359,[フィールマイハート]佐久間まゆ,SSレア,https://imas.gamedbs.jp/cgss/images/vafNzwZydc4PFA6_4Jgf9OEhYDFM_lBSXKcY8LFhDwk.jpg,https://imas.gamedbs.jp/cgss/card/detail/359/359#card-359,Cu,プラチナガシャ(2016/1/22 15:00〜)
369,[ラグジュアリーメモリー]川島瑞樹,SSレア,https://imas.gamedbs.jp/cgss/images/O6kor6V66hJxuUjTsnMd2KveXzmcdC0J4EciOeVqWrw.jpg,https://imas.gamedbs.jp/cgss/card/detail/369/369#card-369,Co,メイド with LOVE バレンタインデーガシャ限定（1月31日 15:00 ～ 2月10日 14:59）
377,[ハッピーホイップ]赤城みりあ,SSレア,https://imas.gamedbs.jp/cgss/images/lN7mDY5Gyhf1QXLMKNfDrn6CBA6jeWLqrFEKBBOp6sI.jpg,https://imas.gamedbs.jp/cgss/card/detail/377/377#card-377,Pa,メイド with LOVE バレンタインデーガシャ限定（1月31日 15:00 ～ 2月10日 14:59）
393,[ミスティックエリクシル]一ノ瀬志希,SSレア,https://imas.gamedbs.jp/cgss/images/II32ouB_I4XWbygnroYRg8m-6CGWmsNfuLdVDsiTiqw.jpg,https://imas.gamedbs.jp/cgss/card/detail/393/393#card-393,Cu,プラチナガシャ(2016/2/10 15:00〜)
399,[オーバー・ザ・レインボー]神谷奈緒,SSレア,https://imas.gamedbs.jp/cgss/images/oltgUr-f8D3FZvOz-dFLAZa9nWEUrRDQ4RLZ7872ybE.jpg,https://imas.gamedbs.jp/cgss/card/detail/399/399#card-399,Co,プラチナガシャ(2016/2/16 15:00〜)
409,[てづくりのしあわせ]高森藍子,SSレア,https://imas.gamedbs.jp/cgss/images/IvXo2I_FiOdsmXdtr_l0Y9x2zgC0rWwNmfv4AMirIto.jpg,https://imas.gamedbs.jp/cgss/card/detail/409/409#card-409,Pa,プラチナガシャ(2016/2/23 15:00〜)
413,[夜風の誘い]高垣楓,SSレア,https://imas.gamedbs.jp/cgss/images/nHuWijBSKGfrR1XCLmFpdQYCpcfAgE-ytNCXrBDPXvA.jpg,https://imas.gamedbs.jp/cgss/card/detail/413/413#card-413,Co,星々のひとときナイトタイムガシャ（2016/2/29 15:00〜3/11 14:59)
415,[ユースフルロマンス]小日向美穂,SSレア,https://imas.gamedbs.jp/cgss/images/fcxCIVCth0MARo6eGSR9w3WggyUkBiyi3AhC6qG7RWs.jpg,https://imas.gamedbs.jp/cgss/card/detail/415/415#card-415,Cu,星々のひとときナイトタイムガシャ（2016/2/29 15:00〜3/11 14:59)
439,[煌めきのひととき]北条加蓮,SSレア,https://imas.gamedbs.jp/cgss/images/Uk9FqlVsZtX1bPyrSinVPAkg5CrdBdvusoVbWeZWF4E.jpg,https://imas.gamedbs.jp/cgss/card/detail/439/439#card-439,Co,プラチナガシャ(2016/3/11 15:00〜)
449,[マッシュアップ★ボルテージ]星輝子,SSレア,https://imas.gamedbs.jp/cgss/images/NaogFh18JeHTXH4cye7px4gFPZFw9MeKMPLr-0GFPlo.jpg,https://imas.gamedbs.jp/cgss/card/detail/449/449#card-449,Pa,プラチナガシャ(2016/3/18 15:00〜)
455,[花舞うまほろば]小早川紗枝,SSレア,https://imas.gamedbs.jp/cgss/images/6m0ASuSePMJ9w1uvbOdy0aYqItRa0Rcrc_4Ydf08acQ.jpg,https://imas.gamedbs.jp/cgss/card/detail/455/455#card-455,Cu,プラチナガシャ(2016/3/25 15:00〜)
461,[ローズフルール]櫻井桃華,SSレア,https://imas.gamedbs.jp/cgss/images/_TbyTdWRFnCyTO6-gWID2FFTjIdhP6k4vk6KpYJqIP4.jpg,https://imas.gamedbs.jp/cgss/card/detail/461/461#card-461,Cu,春うららか放課後タイムガシャ 2016/3/31 15:00〜4/8 14:59
471,[拳火上等]向井拓海,SSレア,https://imas.gamedbs.jp/cgss/images/34KPXsNyyI425vVToWKbZlkPu1J_WVinD6Ch-h7YfLc.jpg,https://imas.gamedbs.jp/cgss/card/detail/471/471#card-471,Pa,春うららか放課後タイムガシャ 2016/3/31 15:00〜4/8 14:59
475,千川ちひろ,SSレア,https://imas.gamedbs.jp/cgss/images/_StJV-36iN1mjYHd9l5M-cBsB2j0qnlP2G2wswxjvjk.jpg,https://imas.gamedbs.jp/cgss/card/detail/475/475#card-475,Unknown,4/1限定コミュ「とある事務員の一日」ライブ用（エイプリルフールネタなので画像はないです）
487,[《偶像》のフラグメント]二宮飛鳥,SSレア,https://imas.gamedbs.jp/cgss/images/zgeVqI-7hbxBDIpEHX9luDJw1Dd9y-mr2SnqT-t79M0.jpg,https://imas.gamedbs.jp/cgss/card/detail/487/487#card-487,Co,プラチナガシャ(2016/4/8 15:00〜)
501,[夢みるプリンセス]喜多日菜子,SSレア,https://imas.gamedbs.jp/cgss/images/RQ2Ry3LTcVDzT_dJsmtY2q0ZxKoMBRVSrecb2_FWQKg.jpg,https://imas.gamedbs.jp/cgss/card/detail/501/501#card-501,Pa,プラチナガシャ(2016/4/14 15:00〜)
507,[あったかハート]五十嵐響子,SSレア,https://imas.gamedbs.jp/cgss/images/jMFbHgK79cODBV0tkAS21aUlTXLnV9W4WLm-2OWjbLg.jpg,https://imas.gamedbs.jp/cgss/card/detail/507/507#card-507,Cu,プラチナガシャ(2016/4/25 18:00〜)
515,[はじめての表情]橘ありす,SSレア,https://imas.gamedbs.jp/cgss/images/5QtrfyGi_EkAnkhf6hACqh33De7RQv4HkAKQcEABRbM.jpg,https://imas.gamedbs.jp/cgss/card/detail/515/515#card-515,Co,うきうきトラベルガシャ(2016/4/30 15:00〜5/10 14:59)
521,[エモーショナルビート]木村夏樹,SSレア,https://imas.gamedbs.jp/cgss/images/H-VhtNp4DEaxCgf-bBqoo4TvZuPNxEoTXn-Cv5Ox3-k.jpg,https://imas.gamedbs.jp/cgss/card/detail/521/521#card-521,Pa,うきうきトラベルガシャ(2016/4/30 15:00〜5/10 14:59)
535,[センリツノヨル]白坂小梅,SSレア,https://imas.gamedbs.jp/cgss/images/waRoN-7xttqGY9e7Bkh8IHufEwE07AecPsEm7Kkt8u8.jpg,https://imas.gamedbs.jp/cgss/card/detail/535/535#card-535,Co,プラチナガシャ(2016/5/10 15:00〜)
549,[アベニュー・モード]宮本フレデリカ,SSレア,https://imas.gamedbs.jp/cgss/images/oI7eGTg-8_REv4EGfaiXUXuY-P6s0aNv8BRUMpOFP-w.jpg,https://imas.gamedbs.jp/cgss/card/detail/549/549#card-549,Cu,プラチナガシャ(2016/5/19 15:00〜)
559,[わだつみの導き手]依田芳乃,SSレア,https://imas.gamedbs.jp/cgss/images/4EU3S3uCOsdWUYP8rm-oEn1oMOQujKumXyHvUHNNgrI.jpg,https://imas.gamedbs.jp/cgss/card/detail/559/559#card-559,Pa,プラチナガシャ(2016/5/25 15:00〜)
561,[ドリーミンブライド]前川みく,SSレア,https://imas.gamedbs.jp/cgss/images/zLECuuFVhbLyK20htHwABb36kVswTpg_-evaHf8pS4Y.jpg,https://imas.gamedbs.jp/cgss/card/detail/561/561#card-561,Cu,幸せ届けるブライダルストーリーガシャ（2016/5/31 15:00〜6/9 14:59）
567,[運命の待ち人]神崎蘭子,SSレア,https://imas.gamedbs.jp/cgss/images/b8WwjTR73-SkxSUZF1I7IO6umvZx9VDoVgP_cGBOI0Y.jpg,https://imas.gamedbs.jp/cgss/card/detail/567/567#card-567,Co,幸せ届けるブライダルストーリーガシャ（2016/5/31 15:00〜6/9 14:59）
583,[はつらつハーヴェスト]及川雫,SSレア,https://imas.gamedbs.jp/cgss/images/pc2O5FnKGRRoTDyjPA0ynBarLyzooJpoh5pmsgBXTP8.jpg,https://imas.gamedbs.jp/cgss/card/detail/583/583#card-583,Pa,プラチナガシャ(2016/6/9 15:00〜)
593,[夜色の暁風]塩見周子,SSレア,https://imas.gamedbs.jp/cgss/images/UrjV_vA5Gn8xSodkEJf3HV8bYqUC1NvWBW4AZqbXZ5M.jpg,https://imas.gamedbs.jp/cgss/card/detail/593/593#card-593,Co,プラチナガシャ(2016/6/17 15:00〜)
603,[マイ・フェアリーテイル]緒方智絵里,SSレア,https://imas.gamedbs.jp/cgss/images/9nuE5YBqFuTayP1t-Dd68rR2V0_QpZrsFVHidrQ4ZuA.jpg,https://imas.gamedbs.jp/cgss/card/detail/603/603#card-603,Cu,プラチナガシャ(2016/6/23 15:00〜)
609,[ピースフルデイズ]島村卯月,SSレア,https://imas.gamedbs.jp/cgss/images/pOVyBs3rkgFhMZpEyAe130Obmu1pBTUpzZve-uh_XTs.jpg,https://imas.gamedbs.jp/cgss/card/detail/609/609#card-609,Cu,シンデレラフェス限定アイドル（2016年6月28日 15:00 ～ 2016年6月30日 14:59）
611,[オーバー・マイセルフ]渋谷凛,SSレア,https://imas.gamedbs.jp/cgss/images/V8oys4lH-9Os5hP172fI2hmdd_sMH5rQon142aKbpZE.jpg,https://imas.gamedbs.jp/cgss/card/detail/611/611#card-611,Co,シンデレラフェス限定アイドル（2016年6月28日 15:00 ～ 2016年6月30日 14:59）
613,[ワンダーエンターテイナー]本田未央,SSレア,https://imas.gamedbs.jp/cgss/images/6eYPqJKBQRfi9PPYtL4Wbs5DGXUI8KRAktUbT07KwPg.jpg,https://imas.gamedbs.jp/cgss/card/detail/613/613#card-613,Pa,シンデレラフェス限定アイドル（2016年6月28日 15:00 ～ 2016年6月30日 14:59）
615,[なまけものフェアリー]双葉杏,SSレア,https://imas.gamedbs.jp/cgss/images/GPPLq5dHvdS44eQwaOAv_G7HfnrW-4wZMTCpVvyOhpU.jpg,https://imas.gamedbs.jp/cgss/card/detail/615/615#card-615,Cu,ビギニングサマーガシャ限定アイドル（2016/6/30 15:00 〜 7/10 14:59）
627,[サマータイム☆ハイ]大槻唯,SSレア,https://imas.gamedbs.jp/cgss/images/e-jZNCd48RJdCM__LKyWENL1lnB5lbk4qyytlDRFiIY.jpg,https://imas.gamedbs.jp/cgss/card/detail/627/627#card-627,Pa,ビギニングサマーガシャ限定アイドル（2016/6/30 15:00 〜 7/10 14:59）
639,[ルージュクチュール]三船美優,SSレア,https://imas.gamedbs.jp/cgss/images/wSUeMPecp8VTMKhKDiufrSDs-c-RMWC8f2aJuT-t9rI.jpg,https://imas.gamedbs.jp/cgss/card/detail/639/639#card-639,Co,プラチナガシャ(2016/7/10 15:00〜)
649,[束ねた気持ち]相葉夕美,SSレア,https://imas.gamedbs.jp/cgss/images/D592t1Imp40F34V-FjNREthBMuZa_8RSxUgltWo0TmI.jpg,https://imas.gamedbs.jp/cgss/card/detail/649/649#card-649,Pa,プラチナガシャ(2016/7/19 15:00〜)
657,[スターティングデイズ]乙倉悠貴,SSレア,https://imas.gamedbs.jp/cgss/images/cf9Vtix7Fr0Lnj-ZOsCgGXXDLtmShrxSXJZFlPoHIxs.jpg,https://imas.gamedbs.jp/cgss/card/detail/657/657#card-657,Cu,プラチナガシャ(2016/7/25 15:00〜)
667,[夏色の南風]新田美波,SSレア,https://imas.gamedbs.jp/cgss/images/zj8FwoeEHVuQYfWAqDJzhXMemt1Q5BflN6c7D2B-eRQ.jpg,https://imas.gamedbs.jp/cgss/card/detail/667/667#card-667,Co,浴衣でしっとりエンジョイサマーガシャ(7月31日 15:00 ～ 8月10日 14:59)期間限定アイドル
673,[めろめろサマー]諸星きらり,SSレア,https://imas.gamedbs.jp/cgss/images/slIr5MALsbLmHHqBeJII8GMVfS6A06LxtiCkTdlvTn8.jpg,https://imas.gamedbs.jp/cgss/card/detail/673/673#card-673,Pa,浴衣でしっとりエンジョイサマーガシャ(7月31日 15:00 ～ 8月10日 14:59)期間限定アイドル
683,[メイク★インパクト]早坂美玲,SSレア,https://imas.gamedbs.jp/cgss/images/d_dmF-Uczm2vNJzy-sy47eYKruaVN-tXWMaYWHc0j4w.jpg,https://imas.gamedbs.jp/cgss/card/detail/683/683#card-683,Cu,プラチナガシャ(2016/8/10 15:00〜)
695,[澄みきった世界]上条春菜,SSレア,https://imas.gamedbs.jp/cgss/images/iizrpV-v4HDaemNAoh7S-eBawhlkVkqBTflb_BtzXoQ.jpg,https://imas.gamedbs.jp/cgss/card/detail/695/695#card-695,Co,プラチナガシャ(2016/8/18 15:00〜)
707,[カップオブラブ]十時愛梨,SSレア,https://imas.gamedbs.jp/cgss/images/01PfQZ5vad5tJhoe9PmkYse9ZuZZMaGaTD9mZ_kX4PQ.jpg,https://imas.gamedbs.jp/cgss/card/detail/707/707#card-707,Pa,プラチナガシャ(2016/8/23 15:00〜)
711,[インビテーション・ダイブ]一ノ瀬志希,SSレア,https://imas.gamedbs.jp/cgss/images/aq_VVQpAvetZ6QAXRMCOS73GF4mn0VKh6f5P5MYkmvY.jpg,https://imas.gamedbs.jp/cgss/card/detail/711/711#card-711,Cu,アニバーサリーパーティーガシャ（2016年8月31日 15:00〜9月9日 14:59）
717,[密やかな饗宴]鷺沢文香,SSレア,https://imas.gamedbs.jp/cgss/images/p8KcA-OxxoIF6aezCNUF5yVc_r1Wq8rhcRv7X6kM7_w.jpg,https://imas.gamedbs.jp/cgss/card/detail/717/717#card-717,Co,アニバーサリーパーティーガシャ（2016年8月31日 15:00〜9月9日 14:59）
735,[セーシュンエナジー]堀裕子,SSレア,https://imas.gamedbs.jp/cgss/images/9TiaG1wtdIj9H_ACQ0HZu60cyvrOK2PHUszVnl4GH5E.jpg,https://imas.gamedbs.jp/cgss/card/detail/735/735#card-735,Pa,プラチナガシャ(2016/9/9 15:00〜)
743,[P.C.S]小日向美穂,SSレア,https://imas.gamedbs.jp/cgss/images/dQm9V8KG2qjdd7R9xK8ae3BSughbvijixkml9fTW4eI.jpg,https://imas.gamedbs.jp/cgss/card/detail/743/743#card-743,Cu,プラチナガシャ(2016/9/17 15:00〜)
755,[星巡る物語]アナスタシア,SSレア,https://imas.gamedbs.jp/cgss/images/lN6CN93P6AZl5yBnwQ-2eXGoxK3HglkubFNbu1XpOy8.jpg,https://imas.gamedbs.jp/cgss/card/detail/755/755#card-755,Co,プラチナガシャ(2016/9/23 15:00〜)
759,[自称・スウィートヒロイン]輿水幸子,SSレア,https://imas.gamedbs.jp/cgss/images/hjJswG4e_5fhkwZcE9H2DZ3LZitomraHd4NyusUPo54.jpg,https://imas.gamedbs.jp/cgss/card/detail/759/759#card-759,Cu,シンデレラフェス(2016/9/28 15:00〜9/30 14:59)限定アイドル
761,[茜色の彩り]高垣楓,SSレア,https://imas.gamedbs.jp/cgss/images/FPSsVHAFJQ_drZ_3CuO4mtCM5i3iDu6wYSIJcNjo9hI.jpg,https://imas.gamedbs.jp/cgss/card/detail/761/761#card-761,Co,シンデレラフェス(2016/9/28 15:00〜9/30 14:59)限定アイドル
763,[グロリアス★グロウ]城ヶ崎美嘉,SSレア,https://imas.gamedbs.jp/cgss/images/kYz46LhYH1ny3HtONgS2Be7-biae0egag9n-VaXYftc.jpg,https://imas.gamedbs.jp/cgss/card/detail/763/763#card-763,Pa,シンデレラフェス(2016/9/28 15:00〜9/30 14:59)限定アイドル
765,[トリート・オア・トリート]佐久間まゆ,SSレア,https://imas.gamedbs.jp/cgss/images/tQerlhq1yEAUNKAPYGYjcLHZTXbMxDlvVqxJPyllwyQ.jpg,https://imas.gamedbs.jp/cgss/card/detail/765/765#card-765,Cu,みんなと一緒に！ハッピーハロウィンガシャ（9月30日 15:00 ～ 10月9日 14:59）限定アイドル
773,[ぱーりぃー★ひゃっはー]星輝子,SSレア,https://imas.gamedbs.jp/cgss/images/KEE-aCWKi4Rtn6i3In7PjzuG-frVpvUc1FpK65MR-e0.jpg,https://imas.gamedbs.jp/cgss/card/detail/773/773#card-773,Pa,みんなと一緒に！ハッピーハロウィンガシャ（9月30日 15:00 ～ 10月9日 14:59）限定アイドル
789,[くのいちのいろは]浜口あやめ,SSレア,https://imas.gamedbs.jp/cgss/images/_74crJZO6_mrXDzW9DLPATlWpfMls5pe0OO_4jiQiEs.jpg,https://imas.gamedbs.jp/cgss/card/detail/789/789#card-789,Pa,プラチナガシャ(2016/10/9 15:00〜)
799,[ただひとつの器]藤原肇,SSレア,https://imas.gamedbs.jp/cgss/images/ZrOtuvCbo2UMzibyvTFl_yX_N9Tuaege7ryGYY7Zds8.jpg,https://imas.gamedbs.jp/cgss/card/detail/799/799#card-799,Co,プラチナガシャ(2016/10/17 15:00〜)
807,[ドルチェ・クラシカ]三村かな子,SSレア,https://imas.gamedbs.jp/cgss/images/DWs97Hq1GC9d4xiamQdqM5zbn_ZUhhaBvZ8o5vc6MaE.jpg,https://imas.gamedbs.jp/cgss/card/detail/807/807#card-807,Cu,プラチナガシャ(2016/10/22 15:00〜)
819,[ソング・フォー・ライフ]北条加蓮,SSレア,https://imas.gamedbs.jp/cgss/images/59jb0QVDK4gFMCCJV9xEcxXifp1UDs5svJYxjWyoTHU.jpg,https://imas.gamedbs.jp/cgss/card/detail/819/819#card-819,Co,「みんなで楽しむほっこり温泉ガシャ」期間限定アイドル（2016年10月31日 15:00 ～ 11月9日 14:59）
825,[あたたかな居場所]高森藍子,SSレア,https://imas.gamedbs.jp/cgss/images/yI3SnKT8lBGeo5GLdioR9J4l0QzT0Tl7Qy82tZe8hqA.jpg,https://imas.gamedbs.jp/cgss/card/detail/825/825#card-825,Pa,「みんなで楽しむほっこり温泉ガシャ」期間限定アイドル（2016年10月31日 15:00 ～ 11月9日 14:59）
829,[ディアマイレディ]櫻井桃華,SSレア,https://imas.gamedbs.jp/cgss/images/kigDe7r8dwhF44089CMFFNiOTDExwSjf4zdPUdycDuY.jpg,https://imas.gamedbs.jp/cgss/card/detail/829/829#card-829,Cu,プラチナガシャ(2016/11/9 15:00〜)
849,[はぁとトゥハート]佐藤心,SSレア,https://imas.gamedbs.jp/cgss/images/YspXhUpOpoqIiTuzxX_Pi7Zba_i7zVdASthDlopIrz8.jpg,https://imas.gamedbs.jp/cgss/card/detail/849/849#card-849,Pa,プラチナガシャ(2016/11/17 15:00〜)
857,[森のものがたり]森久保乃々,SSレア,https://imas.gamedbs.jp/cgss/images/FxOeecbTtTlO0zckYeN5sk67syieMKJOfgaggpxeILU.jpg,https://imas.gamedbs.jp/cgss/card/detail/857/857#card-857,Co,プラチナガシャ(2016/11/22 15:00〜)
861,[リュミエール・エトワール]宮本フレデリカ,SSレア,https://imas.gamedbs.jp/cgss/images/L1ZhbnrCj6vbwHiX_vswf2tDW5bmDvJldfmJUZ0Ep_g.jpg,https://imas.gamedbs.jp/cgss/card/detail/861/861#card-861,Cu,「キラキラ輝くホーリーナイトガシャ」（2016年11月30日 15:00 ～ 12月9日 14:59）＜期間限定アイドル＞
865,[ドレスアップナイト]神谷奈緒,SSレア,https://imas.gamedbs.jp/cgss/images/T1ZoZFGAGuzVw9NS49ZZtaqs9SiCUEC46EOAUfWecsg.jpg,https://imas.gamedbs.jp/cgss/card/detail/865/865#card-865,Co,「キラキラ輝くホーリーナイトガシャ」（2016年11月30日 15:00 ～ 12月9日 14:59）＜期間限定アイドル＞
883,[ひまわりサニーデイ]龍崎薫,SSレア,https://imas.gamedbs.jp/cgss/images/jx9bW6Oe2QoYeI1_-61f1EPtx44nK9PLHy2NXybaY2s.jpg,https://imas.gamedbs.jp/cgss/card/detail/883/883#card-883,Pa,プラチナガシャ(2016/12/9 15:00〜)
893,[エアリアルメロディア]水本ゆかり,SSレア,https://imas.gamedbs.jp/cgss/images/_uvoD8vFACKSjlazncQ2WsSvHyvV8LsJLXXO11uPiCA.jpg,https://imas.gamedbs.jp/cgss/card/detail/893/893#card-893,Cu,プラチナガシャ(2016/12/17 15:00〜)
903,[ネクスト☆ページ]荒木比奈,SSレア,https://imas.gamedbs.jp/cgss/images/PsMvGN4-g4w2F38rcvbKISywAr0fjuuCU44h46bzNdo.jpg,https://imas.gamedbs.jp/cgss/card/detail/903/903#card-903,Co,プラチナガシャ(2016/12/22 15:00〜)
907,[ウサミン・ザ・シークレット]安部菜々,SSレア,https://imas.gamedbs.jp/cgss/images/kqNcQ_kZwt8LcE8l_YUOQlqm9xIuraC6QLI4DyRccC4.jpg,https://imas.gamedbs.jp/cgss/card/detail/907/907#card-907,Cu,「シンデレラフェス」限定アイドル（2016年12月28日 15:00 ～ 12月31日 14:59）
909,[うつつの華模様]塩見周子,SSレア,https://imas.gamedbs.jp/cgss/images/jS78ePSPnLDyjP9Ax7jCoOqjSR95nyPFik0pMhXr7EY.jpg,https://imas.gamedbs.jp/cgss/card/detail/909/909#card-909,Co,「シンデレラフェス」限定アイドル（2016年12月28日 15:00 ～ 12月31日 14:59）
911,[ソル・パライソ]大槻唯,SSレア,https://imas.gamedbs.jp/cgss/images/MBFc6C95LIqzlOGFE1CGBU7VpcZGXDK_nXqIhUajT2c.jpg,https://imas.gamedbs.jp/cgss/card/detail/911/911#card-911,Pa,「シンデレラフェス」限定アイドル（2016年12月28日 15:00 ～ 12月31日 14:59）
913,[華ほころびる宴]小早川紗枝,SSレア,https://imas.gamedbs.jp/cgss/images/GORt9V4Ou478ohm6upAMI0CGdZkGueARS_FiAs2pBXU.jpg,https://imas.gamedbs.jp/cgss/card/detail/913/913#card-913,Cu,「新年に舞う夢思ふ振袖ガシャ」（2016年12月31日 15:00 ～ 2017年1月10日 14:59）＜期間限定アイドル＞
